SigAgente;DatGeracaoConjuntoDados;NumCNPJDistribuidora;DatCompetencia;VlrReceitaFaturada;VlrRepasseContaBandeira;VlrResultadoMCP;VlrCCEARD;VlrRiscoHidrologicoCCGFRepactuadas;VlrRiscoHidrologicoItaipu;VlrRiscoHidrologicoRepactuadas;VlrRiscoHidrologicoCCGF;VlrPrevisaoRiscoHidrologico;VlrPremioDeRisco;VlrESSEER;VlrRessarcimentoCONER;VlrCVAEnergiaMesAnterior;VlrESSEERMesAnterior;VlrExposicaoInvoluntariaMesAnt;VlrCVAEnergiaReceitaAlocada;VlrCVAESSEERReceitaAlocada;VlrExposicaoInvolunReceitaAloc;VlrCVAEnergiaAposRepasse;VlrCVAESSEERAposRepasse;VlrExposicaoInvolunAposRepasse;VlrAjusteRepasse
EAC                 ;2025-02-17;04065033000170;2024-12-01;661232,41;15563,1368;2282707,9384;-898334,3934;-1522387,4136;0;201119,05;141465,92;-1559865,3191;-305107,0645;13771,18;917941,9193;-483717,36;-1696977,32;-6792100,65;981902,6113;0;0;-3886341,7782;-765264,2207;-4509392,7116;0
EAC                 ;2025-02-17;04065033000170;2024-11-01;3636894,3;868,5943;2582993,6135;-409178,1358;-1225991,0742;0;440949,33;200308,25;-1595247,2585;-272001,3957;23087,15;-1325785,6534;5061216,14;-394278,82;-9375094,26;3909764,29;0;0;-483717,36;-1696977,3234;-6792100,6465;0
EAC                 ;2025-02-17;04065033000170;2024-10-01;5504209,98;-2136751,9684;-5719506,6797;1091750,2026;3969465,9399;0;4003254,82;1849587,95;-1595247,2586;-288129,5715;12749,66;-407028,4834;-25299151,79;0;24044555,72;0;0;3655587,5831;-20237935,6475;-394278,8234;14669461,4571;0
EAC                 ;2025-02-17;04065033000170;2024-09-01;1922832,14;-150452,1747;-1744181,9612;730277,0542;1791957,2979;0;2649406,83;1042324,79;-1595247,2585;-304527,0636;11947,36;308296,1866;-27821386,14;0;27545401,16;0;320243,5466;1756663,4824;-25299151,7879;0;24044555,7164;0
EAC                 ;2025-02-17;04065033000170;2024-08-01;602845,95;1023666,0508;2209841,4046;-375368,5874;-296098,123;0;1259307;315827,12;-1595247,2586;-275984,9844;2748,32;462886,9366;-27149919,43;0;26772421,48;0;465635,2566;1436861,7287;-27821386,1403;0;27545401,1559;0
EAC                 ;2025-02-17;04065033000170;2024-07-01;719045,86;7940344,9297;3816856,4734;-667665,0374;-1196087,0029;0;611726,37;164931,84;-1595247,2586;-377497,9543;867,85;629383,4366;-25286167,39;0;31362202,46;0;630251,2866;8406637,4575;-27149919,4302;0;26772421,4759;0
EAC                 ;2025-02-17;04065033000170;2024-06-01;-66,91;746772,5403;2655588,9365;-937497,1758;-1528591,1643;0;354199,29;111893,81;-1595247,2586;-399437,0057;753,22;600223,4666;-22820145,96;458241,5;28793604,88;-66,91;1059218,1866;86991,3595;-25286167,3901;0;31362202,457;0
EAC                 ;2025-02-17;04065033000170;2024-05-01;-2462,54;101451,555;5206298,2522;-1195296,9274;-1691744,0865;0;105312,4;36561,63;-1595247,2585;-238370,858;63425,12;592021,4566;-19935567,49;142617,34;23587306,63;-2462,54;339822,413;0;-22820145,9639;458241,5036;28793604,8822;0
EAC                 ;2025-02-17;04065033000170;2024-04-01;-709,96;93773,3272;3160074,732;424456,3142;-1939210,5604;0;-25474,63;-34955,93;-1595247,2585;-283532,7419;29,21;519894,1966;-18421523,2;0;20427231,9;-709,96;377306,0691;0;-19935567,4862;142617,3375;23587306,632;0
EAC                 ;2025-02-17;04065033000170;2024-03-01;2094,7;2427567,7333;3178844,6411;-1059320,9174;-2114591,5659;0;-164602,92;-97663,39;-1595247,2585;-257077,9974;36,18;598512,7366;-15247610,72;0;19336578,77;0;598548,9166;2088191,5141;-18421523,2033;0;20427231,897;0
EAC                 ;2025-02-17;04065033000170;2024-02-01;2209,16;866840,696;3437173,538;-2299512,6684;-1990766,3909;0;-94220,68;-49002,08;-1595247,2586;-252296,3723;53,29;468704,5666;-10957331,66;0;16551993,6;0;468757,8566;652588,3718;-15247610,7192;0;19336578,7662;0
EAC                 ;2025-02-17;04065033000170;2024-01-01;511,9;78896,2195;4827975,1248;-1525525,4568;-1890650,334;0;-3188,83;-50000,88;-1595247,2586;-242213,3654;899,91;243433,5766;-7541155,87;13778,77;11786366,19;0;258112,2566;62347,713;-10957331,6608;0;16551993,6018;0
EAC                 ;2025-02-17;04065033000170;2023-12-01;-5930,57;116257,4224;4030839,5845;-1054673,3311;-1610640,1496;0;84619,64;103498,07;-1533747,3432;-265010,5164;1218,63;249972,3982;-4881772,96;143855,68;7755526,61;-5930,57;381267,9389;0;-7541155,8707;13778,7693;11786366,1945;0
EAC                 ;2025-02-17;04065033000170;2023-11-01;-2660,22;75300,0341;4139454,2894;-824987,015;-1511947,4641;0;112529,79;89772,21;-1436372,4771;-277876,987;2192,58;282266,5292;-2547498,7;212573,59;3616072,32;-2660,22;353177,0211;0;-4881772,9591;143855,678;7755526,6094;0
EAC                 ;2025-02-17;04065033000170;2023-10-01;2131,5;327257,3712;4210835,794;-1151264,7868;-1396233,9118;0;213614,03;126591,92;-1436372,4771;-300067,3847;664,21;230415,7292;-27730338,75;-212573,59;44504042,65;0;18506,3492;594763,4768;-30277837,4486;0;48120114,9673;0
EAC                 ;2025-02-17;04065033000170;2023-09-01;-2289;1984966,6277;3960848,071;-837423,335;-1234044,7947;0;340319,32;153306,85;-1436372,477;-291298,4877;1193,93;-213767,5208;-25661159,62;0;42819459,69;-2289;0;2276265,1154;-27730338,7498;-212573,5908;44504042,6456;0
EAC                 ;2025-02-17;04065033000170;2023-08-01;7378,94;801654,9782;4183644,2635;-1267254,3468;-1174247,5825;0;434446,39;131043,34;-1436372,4771;-303364,8354;0,8;293122,9092;-23219657,69;0;39455090,47;0;293123,7092;819275,0444;-25661159,6193;0;42819459,6891;0
EAC                 ;2025-02-17;04065033000170;2023-07-01;-1994,32;2961619,8882;5054469,2056;-1223120,5268;-1034128,5131;0;542672,78;166179,76;-1436372,4771;-306608,576;0;396489,8392;-20964402,97;0;37272359,89;-1994,32;396489,8392;2871738,6251;-23219657,6899;0;39455090,4705;0
EAC                 ;2025-02-17;04065033000170;2023-06-01;1786,23;751675,5612;4473396,5318;-1017781,245;-1156067,9187;0;384666,38;163698,83;-1436372,4771;-268060,6516;0;495381,7492;-18790553,8097;0;33885658,6061;0;495381,7492;1086695,2471;-20964402,9735;0;37272359,8908;-560554,5535
EAC                 ;2025-02-17;04065033000170;2023-05-01;1874,75;2274228,8212;5023976,2369;-1016726,0268;-1478814,7391;0;185353,66;34490,04;-1436372,4771;-262285,962;0;650505,9192;-16295013,04;0;31310120,53;0;650505,9192;1887883,614;-18790553,8059;0;34446213,1528;0
EAC                 ;2025-02-17;04065033000170;2023-04-01;13346,86;517821,2339;5688891,7568;-805390,235;-1650407,4167;0;35943,6;-627,69;-1436372,4771;-249350,8496;0;478132,4092;-13839215,39;0;25923615,31;0;478132,4092;302386,5344;-16295013,0418;0;31310120,5324;0
EAC                 ;2025-02-17;04065033000170;2023-03-01;5154,29;434136,0872;5308556,9673;-1043410,6568;-1938971,9215;0;-131682,83;-159875,3;-1436372,4771;-211041,3144;0;254835,4092;-10856832,81;0;21010270,61;0;254835,4092;395212,2625;-13839215,3883;0;25923615,3148;0
EAC                 ;2025-02-17;04065033000170;2023-02-01;2486,27;1617832,6917;5015968,2004;-626875,6267;-1715086,6571;0;-43921,73;-16539,1;-1436372,4771;-218253,35;0;246774,5992;-8514870,53;0;17586100,12;0;246774,5992;1591797,7108;-10856832,8138;0;21010270,6096;0
EAC                 ;2025-02-17;04065033000170;2023-01-01;9182,33;2311371,8881;5948637,89;-920321,3068;-1639807,6175;0;15923,99;-13071,25;-1436372,477;-206287,8805;0;639957,1192;-5954741,61;736082,44;12787048,74;0;1376039,5592;1149586,5108;-8514870,5343;0;17586100,1192;0
EAC                 ;2025-02-17;04065033000170;2022-12-01;-2508,99;366979,635;4645486,5767;-575953,2763;-1429581,7303;0;106167,29;108067,62;-1401263,7387;-242552,9016;0;1345614,9769;-3951715,59;0;8141562,16;-2508,99;609532,54;0;-5954741,6065;736082,4369;12787048,7367;0
EAC                 ;2025-02-17;04065033000170;2022-11-01;29569,25;93345,3575;3415833,5628;-689234,1514;-1255758,414;0;162854,99;167952,8;-1345674,9029;-240891,3011;0,87;1061233,1467;-2006723,02;-705140,57;4733441,06;0;356093,4467;7712,4633;-3951715,5855;0;8141562,1596;0
EAC                 ;2025-02-17;04065033000170;2022-10-01;74362,87;1440723,4101;4733441,063;-1164614,8015;-842108,2212;0;342006,95;395381,63;-1345674,9029;-233821,8983;22491,96;1021275,6467;-22453136,23;8839017,34;16448775,14;0;1748908,18;0;-24459859,2527;8133876,7667;21182216,203;0
EAC                 ;2025-02-17;04065033000170;2022-09-01;49098,47;760586,3493;4050901,5841;-1057738,9314;-959296,1313;0;359923,42;275964,07;-1345674,9029;-249508,7184;74,78;816197,0567;-20436101,17;9081939,04;12397873,56;0;1059193,54;0;-22453136,2327;8839017,3367;16448775,1441;0
EAC                 ;2025-02-17;04065033000170;2022-08-01;67416,95;1046260,009;3187044,1166;-1016075,4915;-807683,2661;0;496697,62;266934,71;-1345674,9029;-225640,6932;0,67;736476,8867;-18612342,41;9684779,13;9210829,44;0;1339317,65;0;-20436101,1676;9081939,0367;12397873,5566;0
EAC                 ;2025-02-17;04065033000170;2022-07-01;87389,1;1350009,872;3537729,8012;-1519263,6715;-1044798,1524;0;395046,21;155807,08;-1345674,9029;-249976,5395;0;551325,6467;-16048280,59;10820828,99;5673099,64;0;1687375,51;0;-18612342,4139;9684779,1267;9210829,4412;0
EAC                 ;2025-02-17;04065033000170;2022-06-01;100166,64;128311,8751;5145865,3566;-1436829,7214;-1204268,1598;0;196741,31;154867,76;-1345674,9029;-210202,3269;0;368776,5367;-13407182,71;10890733,3;527234,28;0;438680,842;0;-16048280,5912;10820828,9948;5673099,6366;0
EAC                 ;2025-02-17;04065033000170;2022-05-01;1067136,79;16541,4724;5318519,8587;-1452548,1115;-1233645,6987;0;163996,97;166709,42;-1345674,9029;-218677,1858;1;866131,0667;-10720988,9;11326956,68;-4791285,58;0;1302355,4481;0;-13407182,7102;10890733,2986;527234,2787;0
EAC                 ;2025-02-17;04065033000170;2022-04-01;7037955,15;-620492,4315;4585392,0109;-1319513,4914;-1422446,6559;0;46810,73;97761,01;-1345674,9029;-221343,493;360809,2;438694,3067;-7979028,75;17166259,38;-9376677,59;0;6638806,2115;0;-10720988,8973;11326956,6752;-4791285,5791;0
EAC                 ;2025-02-17;04065033000170;2022-03-01;8621994;-2623261,5535;6733122,0092;-1419659,9115;-1515274,068;0;3984,24;15863,56;-1345674,9029;-189446,9651;1976390,05;422769,9167;-5044094,77;20955278,82;-16109799,6;0;6188179,4116;0;-7979028,7495;17166259,3752;-9376677,5908;0
EAC                 ;2025-02-17;04065033000170;2022-02-01;8421069,89;-3252502,871;3465807,9362;-892065,6913;-1462324,2557;0;16391,13;66259,38;-1345674,9029;-199299,8628;1279876,2131;504744,7567;-2689704,82;24537840,42;-19575607,54;0;5367182,5718;0;-5044094,7671;20955278,818;-16109799,6038;0
EAC                 ;2025-02-17;04065033000170;2022-01-01;9160480,91;18460,6486;3773838,1856;-874472,8415;-1263084,4095;0;88384,68;184175,32;-1345674,9029;-189969,5066;6014643,0517;532430,5067;-552147,57;27356176,23;-23349445,73;0;9365409,3646;0;-2689704,821;24537840,4238;-19575607,5444;0
EAC                 ;2025-02-17;04065033000170;2021-12-01;9278203,46;19462,9749;1174560,1397;-619397,0526;-836046,3126;0;302829,34;378291,44;-1300907,4442;-216259,6484;5662650,58;328455,5207;903295,8;30877673,87;-24524005,87;0;9512603,74;0;-552147,5652;27356176,2307;-23349445,7303;0
EAC                 ;2025-02-17;04065033000170;2021-11-01;9684911,18;29790,68;1056949,334;287326,1385;-193093,5406;0;624848,8;610760,52;-1230025,6347;-198677,2259;10244928,31;-777518,7897;10719605,67;21410264,35;-25580955,2;9910542,47;0;0;903295,7979;30877673,8703;-24524005,866;0
EAC                 ;2025-02-17;04065033000170;2021-10-01;10726473,81;25783,2482;-1420914,7697;1347402,2428;3740281,4481;0;2817571,72;2364201,91;-1230025,6347;-211466,5472;14896573,31;-2739620,0897;16593119,58;9253311,13;-24160040,43;10961197,6;0;0;10719605,6709;21410264,3503;-25580955,1997;0
EAC                 ;2025-02-17;04065033000170;2021-09-01;9366337,08;13202,1308;-3004367,3879;2470218,2381;9422245,1223;0;6229773,91;4640430,32;-1230025,6347;-217933,473;3401501,73;-3041054,2997;14295535,75;8892863,7;-21155673,04;9594879,53;0;0;16593119,5804;9253311,1303;-24160040,4279;0
EAC                 ;2025-02-17;04065033000170;2021-08-01;6297230,2;12745,0185;-1661448,8459;1023580,3833;10800842,8603;0;7138435,49;5089616,5;-1230025,6348;-197183,4949;1518663,48;-2959521,8997;8978271,22;10333722,12;-19494224,19;6507158,71;0;0;14295535,7536;8892863,7003;-21155673,0359;0
EAC                 ;2025-02-17;04065033000170;2021-07-01;4904803,72;-1465024,1267;-6164970,9562;385854,3033;9029403,5959;0;6058800,21;4383831,98;-1230025,6347;-183202,9594;1245372,96;-1292355,4797;3185023,76;10380704,64;-13329253,23;3622010,44;0;0;8978271,2192;10333722,1203;-19494224,1862;0
EAC                 ;2025-02-17;04065033000170;2021-06-01;3551827,92;3086,6784;-1577448,7245;639253,18;2982780,9541;0;2566439,26;1823426,41;-1230025,6347;-177059,0812;2668090,52;-562889,5897;3294854,32;8275503,71;-11751804,51;3731864,6984;0;0;3185023,7556;10380704,6403;-13329253,2345;0
EAC                 ;2025-02-17;04065033000170;2021-05-01;1918516,68;-121072,9974;-270226,554;319076,0933;504557,403;0;1124877,08;791152,45;-1230025,6348;-181446,4922;670522,19;40019,0103;4450110,99;7564962,51;-11481577,96;1978890,17;0;0;3294854,3163;8275503,7103;-11751804,514;0
EAC                 ;2025-02-17;04065033000170;2021-04-01;855335,15;17335,7265;1145154,0035;-228160,04;-563904,3864;0;383960,98;470352,33;-1230025,6347;-188192,0617;1149060,86;167962,4703;6303038,36;6247939,18;-12626731,96;1060862,94;0;0;4450110,9935;7564962,5103;-11481577,9565;0
EAC                 ;2025-02-17;04065033000170;2021-03-01;853004,63;5076,2769;1683408,6312;-56719,7767;-1036240,931;0;58053,62;300750,98;-1230025,6348;-165019,8962;1806876,13;-39841,9997;8419099,87;4480905,05;-14310140,59;1023100,8;0;0;6303038,3623;6247939,1803;-12626731,9588;0
EAC                 ;2025-02-17;04065033000170;2021-02-01;838202,1;-838202,1;-23981,2687;414516,1521;-756437,3981;0;165133,91;476689,6;-1230025,6347;-168235,2734;1288173,76;-698574,6297;8929256,39;3891305,92;-14286159,32;168235,27;0;0;8419099,874;4480905,0503;-14310140,5887;0
EAC                 ;2025-02-17;04065033000170;2021-01-01;2129327,75;-2129327,75;-818436,3793;486759,7933;541276,981;0;908257,97;1017347,63;-1230025,6348;-154302,9842;2209452,72;-777518,7897;8053077,69;2459371,99;-13467722,94;151858,07;0;0;8929256,3943;3891305,9203;-14286159,3193;0
EAC                 ;2025-02-17;04065033000170;2020-12-01;2692583,77;-2692583,77;-5729337,6461;394884,8094;1233573,7956;0;1397170,12;1247057,64;-1232930,2427;-177723,7217;1542103,44;-755322,434;6602342,8;1672590,98;-7738385,29;177723,72;0;0;8053077,685;2459371,986;-13467722,9361;0
EAC                 ;2025-02-17;04065033000170;2020-11-01;0;0,1933;-6405300,7977;598421,4465;4741899,2002;0;3719879,28;2452253,05;-1237529,2053;-192703,9245;1557611,55;-720178,2042;1451854,72;835157,63;-1333084,49;189832,57;0;0;6602342,7968;1672590,9758;-7738385,2877;0
EAC                 ;2025-02-17;04065033000170;2020-10-01;0;0;-1155142,1864;186462,4573;1263451,187;0;1562300,21;1116622,48;-1237529,2053;-177942,2977;845482,25;-10324,6242;-8704901,6;-4001135,27;9405489,92;-1941,08;0;177942,3;-7253046,8757;-3165977,6442;8072405,4336;0
EAC                 ;2025-02-17;04065033000170;2020-09-01;0;0;1573931,5216;-271470,9735;-777014,134;0;420384,27;230136,78;-1237529,2053;-190005,9787;16632,21;-6360,2842;-7658563,68;-4011407,2;8021564,38;-2147,19;0;190005,98;-8704901,5974;-4001135,2742;9405489,9216;0
EAC                 ;2025-02-17;04065033000170;2020-08-01;0;0;1049028,3776;-421943,5827;-589283,7845;0;541073,97;292661,35;-1237529,2053;-185489,8992;16767,77;-71400,8442;-6648625,55;-3956774,13;7158025,9;-1289,24;0;185489,9;-7658563,6772;-4011407,2042;8021564,3776;0
EAC                 ;2025-02-17;04065033000170;2020-07-01;0;0;959007,8586;-324690,6227;-696577,1155;0;483946,41;235172,25;-1237529,2053;-178166,5702;39740;2903,3158;-5630236,7;-3999417,45;6377184,61;-2878,89;0;178166,57;-6648625,5482;-3956774,1342;7158025,8986;0
EAC                 ;2025-02-17;04065033000170;2020-06-01;0;0;1907976,163;-394963,3435;-383524,1886;0;628660,56;405179,33;-1237529,2053;-179834,8733;20059,7;185562,9558;-4853888,01;-4205040,11;4649043,32;-2138,84;0;179834,87;-5630236,702;-3999417,4542;6377184,613;0
EAC                 ;2025-02-17;04065033000170;2020-05-01;0;0;3112743,9014;-588970,2827;-666205,0446;0;391341,37;295077,75;-1237529,2053;-115094,9593;26139,17;146310,4958;-3601084,45;-4377489,78;1651394,31;-2371,77;0;115094,8912;-4853888,0073;-4205040,1142;4649043,3202;
EAC                 ;2025-02-17;04065033000170;2020-04-01;0;0;4302512,8068;-512542,0135;-982381,827;0;193659,73;182025,63;-1237529,2053;-120537,9817;21822,47;-216291,7642;-2107543,77;-4183020,49;-2530580,53;-1383,16;0;120537,97;-3601084,4505;-4377489,7842;1651394,3068;
EAC                 ;2025-02-17;04065033000170;2020-03-01;0;103498,6091;3643875,5572;-487058,5427;-989878,6753;0;42554,36;205096,17;0;-1237529,2053;158977,93;-720178,2042;-528632,93;-3621820,22;-6174456,09;101973,6191;0;0;-2107543,7671;-4183020,4942;-2530580,5328;
EAC                 ;2025-02-17;04065033000170;2020-02-01;376314,87;113618,2928;649827,3887;97946,9148;-1047215,7953;0;60547,03;129766,38;0;-1237529,2053;706,47;-720178,2042;910569,11;-2902348,49;-6824283,48;489933,1628;0;0;-528632,9333;-3621820,2242;-6174456,0913;
EAC                 ;2025-02-17;04065033000170;2020-01-01;867724,66;-40149,968;-5722415,0706;388294,8673;41002,6247;0;604678,31;673853,52;0;-1237529,2053;22,33;-720178,2042;1307454,01;-2182192,62;-1101868,41;826182,3952;0;0;910569,1068;-2902348,4942;-6824283,4806;
EAC                 ;2025-02-17;04065033000170;2019-12-01;1542032,24;112072,6665;-408842,2533;139502,3461;1171170,3493;0;1127159,7;1101937,74;0;-1057927,0907;0,29;-724813,6238;1650881,68;-1457379,29;-693026,16;1654100,3665;0;0;1307454,0089;-2182192,6238;-1101868,4133;
EAC                 ;2025-02-17;04065033000170;2019-11-01;2256473,18;-92763,5566;1043653,3542;-130594,8381;3083767,6942;0;2022700,8;1834623,97;0;-773557,0758;6173,53;-732153,0382;861418,45;-731399,78;-1736679,51;2163709,6234;0;0;1650881,6826;-1457379,2882;-693026,1558;
EAC                 ;2025-02-17;04065033000170;2019-10-01;1600555,17;99856,3714;-1736679,5069;-265250,1858;2827080,1742;0;1866834,33;1733802,92;0;-773557,0758;753,26;-732153,0382;-2774408,2;-4880665,69;0;1700411,5414;0;0;-1912989,753;-5612065,4682;-1736679,5069;
EAC                 ;2025-02-17;04065033000170;2019-09-01;2929927,73;128157,0104;-1780249,3097;-276548,9704;2544641,6642;0;1877943,08;1440255,66;0;-773557,0758;7868,86;-732153,0382;-2753993,17;-4156381,51;2549826,33;2288507,7201;0;769577,0203;-2774408,1963;-4880665,6882;0;
EAC                 ;2025-02-17;04065033000170;2019-08-01;1973165,24;-1973165,24;-3241616,9487;-410458,5158;3194957,5742;0;2265704,97;1702809,68;0;-773557,0758;0;-642195,5882;-5538492,2316;-3514185,9182;5791443,2834;0;0;0;-2753993,1733;-4156381,5064;2549826,3347;
EAC                 ;2025-02-17;04065033000170;2019-07-01;634570,81;-634570,81;-765033,6566;-417326,9158;1711165,6042;0;1466462,09;1018260,59;0;-773557,0758;1,82;-85115,2382;-6832330,92;-3429072,5;6556476,94;0;0;0;-5538492,2316;-3514185,9182;5791443,2834;
EAC                 ;2025-02-17;04065033000170;2019-06-01;203474,81;-203474,81;1465890,6179;-587686,674;36047,2942;0;467413,5;342190,87;0;-773557,0758;0;-43281,4182;-6280691,54;-3385791,08;5090586,32;0;0;0;-6832330,9198;-3429072,4982;6556476,9379;
EAC                 ;2025-02-17;04065033000170;2019-05-01;404789,37;-404789,37;1918838,8094;-725828,841;-231692,0158;0;308279,82;233585,24;0;-773557,0758;157476,74;-11278,8782;-5323170,68;-3531988,94;3171747,51;0;0;0;-6280691,5368;-3385791,0782;5090586,3194;
EAC                 ;2025-02-17;04065033000170;2019-04-01;0;0;2278010,8522;-671430,714;-419721,5858;0;142431,96;211403,53;0;-773557,0758;470689,26;-493549,6282;-4235413,55;-3509128,57;893736,66;-3395,17;0;0;-5323170,6798;-3531988,9382;3171747,5122;
EAC                 ;2025-02-17;04065033000170;2019-03-01;0;0;1675971,4579;-358235,221;130387,2142;0;131882,07;772062,22;0;-773557,0758;267305,97;-732153,0382;-4010365,39;-3044281,5;-782234,8;-2799,85;0;0;-4235413,5468;-3509128,5682;893736,6579;
EAC                 ;2025-02-17;04065033000170;2019-02-01;7314,67;-7314,67;-3521566,8582;-104971,1934;148293,3342;0;105237,28;816613,13;0;-773557,0758;352926,28;-732153,0382;-4058189,69;-2665054,74;2739332,06;-4502,16;0;0;-4010365,3892;-3044281,4982;-782234,7982;
EAC                 ;2025-02-17;04065033000170;2019-01-01;-7314,67;6405,53;405076,9685;-556551,9723;-1132468,9958;0;-15873,4;-343038,52;0;-773557,0758;246163,65;-732153,0382;-2376483,3966;-2179065,35;2333345,95;-7314,67;0;-909,14;-4058189,6947;-2665054,7382;2739332,0585;
EAC                 ;2025-02-17;04065033000170;2018-12-01;181286,79;-181286,79;1443045,5553;-410066,0908;-484366,9085;0;62574,77;251401,38;0;-798343,0585;306264,29;-806457,5198;-1506836,38;-1678872,12;890300,39;0;0;0;-2401269,3793;-2179065,3498;2333345,9453;
EAC                 ;2025-02-17;04065033000170;2018-11-01;1636115,1;-1636115,1;35885,0127;-57316,74;20957,5988;0;358861,42;499683,71;0;-837587,5312;75402,83;-924106,2824;-1470477,24;-830168,67;840361,26;0;0;-14054,12;-1506836,3812;-1678872,1224;890300,3927;
EAC                 ;2025-02-17;04065033000170;2018-10-01;3605082,25;126071,855;840361,258;95787,2214;2142775,4588;0;1534063,35;1446299,64;0;-837587,5312;93937,61;-924106,2824;44234098,3927;-8447973,0424;-33895440,9526;3709039,925;0;0;42763621,1479;-9278141,7147;-33055079,6946;
EAC                 ;2025-02-17;04065033000170;2018-09-01;3400620,28;122711,2764;215632,0274;-143964,3497;7334568,0088;0;4337705,66;3834449,88;0;-837587,5312;482591,04;-1635437,3224;40566826,29;-7295126,76;-34111072,98;3523331,5564;0;0;44234098,3927;-8447973,0424;-33895440,9526;
EAC                 ;2025-02-17;04065033000170;2018-08-01;3144305,42;-3144305,42;-6296244,9249;-143393,7596;6908250,2288;0;4151188,64;3594649,12;0;-837587,5312;98610,14;-924106,2824;33801969,82;-6469630,62;-27814828,06;0;0;0;40566826,2892;-7295126,7624;-34111072,9849;
EAC                 ;2025-02-17;04065033000170;2018-07-01;3041555,86;-3041555,86;-95330,8181;-347888,299;6807730,6888;0;4354424,23;3290893,99;0;-837587,5312;30324,77;-924106,2824;27342127,43;-5575849,11;-27719497,24;0;0;0;33801969,8198;-6469630,6224;-27814828,0581;
EAC                 ;2025-02-17;04065033000170;2018-06-01;2278647,2;-2191048,6406;-4630208,3119;-1097423,45;4698349,8588;0;2940542,1;2595395,29;0;-837587,5312;196,85;-924106,2824;23828799,58;-4651939,68;-23089288,93;87598,5594;0;0;27342127,4294;-5575849,1124;-27719497,2419;
EAC                 ;2025-02-17;04065033000170;2018-05-01;507802,05;-409781,2638;1409787,5615;719554,0469;1622787,8788;0;1399173,01;1061202,4;0;-837587,5312;25313,36;-924106,2824;21584478,4443;-3753146,7624;-24499076,493;98020,7862;0;0;23828799,5838;-4651939,6847;-23089288,9314;
EAC                 ;2025-02-17;04065033000170;2018-04-01;0;100809,3734;736643,147;961691,1189;-363803,2812;0;164063,53;309720,72;0;-837587,5312;406762,63;61651,1876;21087155,56;-4221560,58;-25235719,64;100564,9534;0;0;21584478,4443;-3753146,7624;-24499076,493;
EAC                 ;2025-02-17;04065033000170;2018-03-01;0;89315,5195;434444,4974;624592,0743;-515139,4712;0;37098,27;285349,79;0;-837587,5312;407248,72;1652752,5076;21060416,94;-6281561,81;-25670164,14;82713,9795;0;0;21087155,5636;-4221560,5824;-25235719,6426;
EAC                 ;2025-02-17;04065033000170;2018-02-01;0;91092,1554;296034,4516;622424,0752;-478430,1712;0;73998,25;285159,11;0;-837587,5312;224266,95;-924106,2824;21003396,94;-5581722,48;-25966198,59;86973,9054;0;0;21060416,9387;-6281561,8124;-25670164,1384;
EAC                 ;2025-02-17;04065033000170;2018-01-01;467365,62;-377739,3228;144734,5964;800925,3944;-302276,8412;0;219781,85;315528,84;0;-837587,5312;0;-924106,2824;20593133,18;-4657616,2;-26110933,19;88384,795;0;0;21003396,9382;-5581722,4824;-25966198,5936;
EAC                 ;2025-02-17;04065033000170;2017-12-01;2208130,57;-2101689,0848;-1785408,6428;2058744,3899;1504993,1788;0;798049,4;1544531,31;0;-837587,5312;67111,58;11279677,1338;17135837,1;-16004404,91;-24325524,55;106441,4852;0;0;20593133,1835;-4657616,1962;-26110933,1928;
EAC                 ;2025-02-17;04065033000170;2017-11-01;3040234,3;-3032564,4492;-4684150,3402;131369,7555;5910627,1056;0;2318543,87;3620002,82;0;-27919,5844;80375,47;-13973903,3749;11101510,0878;-2110877,0004;-19641374,2056;7669,8508;0;0;17135837,0982;-16004404,9053;-24325524,5458;
EAC                 ;2025-02-17;04065033000170;2017-10-01;2295126,88;-2289370,3895;-10126499,2456;-107009,6216;8649313,27;0;3486484,97;5162828,3;0;0;184794,59;-2725857,9404;2564962,93;430186,35;-9514874,96;5756,4905;0;0;11101510,0878;-2110877,0004;-19641374,2056;
EAC                 ;2025-02-17;04065033000170;2017-09-01;1618691,2;-1612673,4537;-9514874,9557;333582,8708;8329166,74;0;3490718,95;4838447,79;0;0;17908,89;-4275734,2904;33539506,03;-9561348,91;-50158817,19;6017,7463;0;0;42196237,8945;-13819174,3104;-59673692,1457;
EAC                 ;2025-02-17;04065033000170;2017-08-01;1893531,16;-1886863,2202;-9187202,0509;114605,2413;9412997,44;0;3825401,5;5587595,94;0;0;5,95;-2535901,9804;24018571,29;-7025452,88;-40971615,14;6667,9398;0;0;33539506,0315;-9561348,9104;-50158817,1909;
EAC                 ;2025-02-17;04065033000170;2017-07-01;1005099,17;-998225,16;-6286635,9298;289255,4042;4437399,29;0;1764171,39;2673227,9;0;0;14263,89;-1805284,3304;19298790,6015;-5234432,4422;-34684979,2142;6874,01;0;0;24018571,2856;-7025452,8825;-40971615,144;
EAC                 ;2025-02-17;04065033000170;2017-06-01;514263,19;-508979,7103;-970220,1791;-341270,7169;1497417,11;0;430091,93;1067325,18;0;0;90374,5;-1147691,2304;18147927,688;-4177115,7118;-33714759,0351;5283,4797;0;0;19298790,6015;-5234432,4422;-34684979,2142;
