SigAgente;DatGeracaoConjuntoDados;NumCNPJDistribuidora;DatCompetencia;VlrReceitaFaturada;VlrRepasseContaBandeira;VlrResultadoMCP;VlrCCEARD;VlrRiscoHidrologicoCCGFRepactuadas;VlrRiscoHidrologicoItaipu;VlrRiscoHidrologicoRepactuadas;VlrRiscoHidrologicoCCGF;VlrPrevisaoRiscoHidrologico;VlrPremioDeRisco;VlrESSEER;VlrRessarcimentoCONER;VlrCVAEnergiaMesAnterior;VlrESSEERMesAnterior;VlrExposicaoInvoluntariaMesAnt;VlrCVAEnergiaReceitaAlocada;VlrCVAESSEERReceitaAlocada;VlrExposicaoInvolunReceitaAloc;VlrCVAEnergiaAposRepasse;VlrCVAESSEERAposRepasse;VlrExposicaoInvolunAposRepasse;VlrAjusteRepasse
CHESP               ;2025-02-17;01377555000110;2021-06-01;506741,63;6059,3987;-6896,3519;0;368405,7702;245104,22;377475,46;225972,48;-209000,0737;-26042,0961;393707,58;-72480,7202;0;444961,07;70023,74;538788,9504;0;0;74721,0398;766187,9298;63127,3881;0
CHESP               ;2025-02-17;01377555000110;2021-05-01;254035,54;5489,0672;22252,9848;0;16537,0709;120121,83;152010,41;98046,53;-209000,0737;-24519,7954;90636,04;5359,9998;-113319,1;609669,63;47770,76;23339,8009;260704,5991;0;0;444961,0707;70023,7448;0
CHESP               ;2025-02-17;01377555000110;2021-03-01;119933,6;30196,5184;-31810,5545;0;-185242,7709;26431,93;7334,77;37271,92;-209000,0737;-20849,3872;228672,27;-5751,9402;106703,99;555146,99;96922,01;0;170902,24;0;-52106,8509;607165,0798;65111,4555;0
CHESP               ;2025-02-17;01377555000110;2021-04-01;129601,3;13007,4229;-17340,6954;0;-125527,393;64315,14;49392,44;58289,12;-209000,0737;-24208,8793;147948,92;21373,2298;-52106,85;607165,08;65111,46;0;166817,6;0;-113319,103;609669,6298;47770,7646;0
CHESP               ;2025-02-17;01377555000110;2021-02-01;124869,11;5014,1696;2883,5441;0;-150321,1377;16598,16;21107,19;59075,35;-209000,0737;-21503,604;164849,49;-90220,3802;390793,62;480517,88;94038,47;150366,65;0;0;106703,9923;555146,9898;96922,0141;0
CHESP               ;2025-02-17;01377555000110;2021-01-01;380069,55;5638,291;1704,0905;0;16564,6822;77444,81;119848,73;126077;-209000,0736;-20360,9742;291628,26;-100238,0502;701692,7;289127,67;92334,38;404908,57;0;0;390793,6222;480517,8798;94038,4705;0
CHESP               ;2025-02-17;01377555000110;2020-12-01;311830,25;7914,9986;19781,1484;0;94296,8012;127034,99;181364,52;145002,4;-209000,0737;-23070,0451;200379,19;-100238,0502;823176,2;188986,53;72553,23;342815,29;0;0;701692,7012;289127,6698;92334,3784;0
CHESP               ;2025-02-17;01377555000110;2020-11-01;0;0,2912;55191,7845;0;493726,9708;285974,58;433991,32;285567,37;-203349,3148;-22482,4044;182048,13;-96819,0955;65957,35;103757,5;17361,45;22482,7;0;0;823176,2008;188986,5345;72553,2345;0
CHESP               ;2025-02-17;01377555000110;2020-10-01;0;1627,1669;17361,4508;0;106793,2447;120211,01;200622,12;129949,07;-200927,561;-22850,3843;108687,45;-4098,0292;-136569,35;-831,92;0;24477,55;0;0;65957,3547;103757,5008;17361,4508;0
CHESP               ;2025-02-17;01377555000110;2020-09-01;0;0;13299,8873;0;-144014,1574;19013,97;55032,34;26754,67;-200927,5609;-24873,6065;2359,3;-3191,2192;-1334269,32;-637526,57;0;11569,1627;0;13299,8873;-1470838,6701;-638358,4892;0;0
CHESP               ;2025-02-17;01377555000110;2020-08-01;0;0;5410,9088;0;-119057,8662;23607,5;72897,79;33962,58;-200927,561;-24990,6752;2484,98;-11713,1792;-1219239,18;-628298,37;0;19579,7712;0;5410,9088;-1334269,3173;-637526,5692;0;0
CHESP               ;2025-02-17;01377555000110;2020-07-01;0;0;6955,3719;0;-132229,062;33385,08;65605,63;27245,81;-200927,5609;-24152,9411;5781,28;-2598,7592;-1103197,63;-631480,89;0;17197,5681;0;6955,3719;-1219239,1802;-628298,3692;0;0
CHESP               ;2025-02-17;01377555000110;2020-06-01;0;0;18639,5646;0;-93596,5221;52963,52;84357,76;47104,69;-200927,5609;-24131,4112;2917,39;21111,7208;-1061787,19;-655510;4714,41;777,4354;0;23353,9746;-1103197,6275;-631480,8892;0;0
CHESP               ;2025-02-17;01377555000110;2020-05-01;0;0;20590,1859;0;-131296,8332;38772,46;50106,44;34260,78;-200927,5609;-14736,4923;3595,99;15906,4508;-969262,82;-675012,44;-1139,29;0;0;14736,4814;-1061787,1932;-655509,9992;4714,4144;
CHESP               ;2025-02-17;01377555000110;2020-04-01;267,01;-267,01;-1139,2877;0;-170541,2911;18600,31;24512,58;21130,85;-200927,5609;-15257,1602;3062,41;-30425,9692;-802064,68;-647648,88;0;15257,16;0;0;-969262,8211;-675012,4392;-1139,2877;
CHESP               ;2025-02-17;01377555000110;2020-03-01;1414,55;12328,1606;39591,5295;0;-172092,1709;12888,34;5122,54;23712,85;0;-200927,5609;19098,23;-95353,8292;-633894,44;-571393,28;-34815,23;8966,4111;0;4776,2995;-802064,682;-647648,8792;0;
CHESP               ;2025-02-17;01377555000110;2020-02-01;91139,56;13645,7888;17745,8396;0;-178564,4409;12160,16;7347,95;15015,17;0;-200927,5609;84,7;-95353,8292;-362704,81;-476124,15;-52561,07;104785,3488;0;0;-633894,4397;-571393,2792;-34815,2304;
CHESP               ;2025-02-17;01377555000110;2024-12-01;88408,27;1440,1853;15106,9304;0;-265963,0192;8967,45;21209,11;20359,63;-275356,5386;-32175,2206;1373,16;114206,2239;-667229,94;-219015,16;0;106916,7455;0;15106,9304;-1031142,2547;-103435,7761;0;0
CHESP               ;2025-02-17;01377555000110;2024-11-01;481190,53;95,9699;29668,4016;0;-238485,7513;35566,82;48719,96;28836,24;-285988,8463;-30053,105;2775,63;-169598,8597;42960,39;-52191,93;-25600,2;507271,4033;0;4068,2016;-667229,9447;-219015,1597;0;0
CHESP               ;2025-02-17;01377555000110;2024-10-01;739605,64;168279,4635;30375,1741;0;425032,852;326240,24;483950,06;266460,08;-290545,5497;-34831,7383;1841,33;-54033,2627;234404,14;0;-55975,37;942716,8419;0;0;42960,3902;-52191,9327;-25600,1959;0
CHESP               ;2025-02-17;01377555000110;2024-08-01;85454,61;18804,6417;18027,6587;0;-116333,8119;71247,85;164844,6;45493,86;-290545,5496;-36126,7223;453,92;47161,2973;-3135661,09;63117,95;67600,52;0;110733,1673;29652,8067;-3180747,0519;0;55975,3721;0
CHESP               ;2025-02-17;01377555000110;2024-09-01;248642,45;-47437,8206;32294,8508;0;157291,6166;195206,16;336336,66;150159,58;-290545,5496;-38659,0738;1624,8;31875,0473;-3180747,05;0;55975,37;118093,6351;33499,8473;88270,2208;-2946342,9085;0;0;0
CHESP               ;2025-02-17;01377555000110;2024-07-01;99958,37;-10201,4386;13893,9637;0;-234786,1179;48803,08;83500,11;23787,46;-290545,5496;-51528,1383;140,63;69254,3373;-2949678,05;135008,05;53706,56;0;141285,0697;0;-3135661,0879;63117,9477;67600,5237;0
CHESP               ;2025-02-17;01377555000110;2024-06-01;6,64;-6,64;16409,1291;0;-279558,24;29993,68;40522,38;16162,76;-290545,5496;-45697,8304;90,07;63023,7573;-2700113,49;117592,05;37297,43;0;45697,8304;0;-2949678,05;135008,047;53706,5591;0
CHESP               ;2025-02-17;01377555000110;2024-05-01;213,2;-213,2;14632,2144;0;-303713,5387;25948,13;14608,32;5305,9;-290545,5496;-33082,2091;8292,46;63381,0973;-2422348,08;79000,7;22665,22;0;33082,2091;0;-2700113,4887;117592,0483;37297,4344;0
CHESP               ;2025-02-17;01377555000110;2024-04-01;0;0;14773,7714;0;-332740,4824;12304,34;-3067,57;-4985,26;-290545,5496;-34142,1028;4,17;55442,5473;-2101911,94;57696,09;7891,45;0;34142,1028;0;-2422348,0824;79000,7045;22665,2214;0
CHESP               ;2025-02-17;01377555000110;2024-03-01;0;0;14100,9425;0;-355578,9002;5032,82;-19899,44;-14054,82;-290545,5496;-31079,0906;4,83;67144,1973;-1751365,86;21626,15;-6209,49;0;31079,0906;0;-2101911,9402;57696,0868;7891,4525;0
CHESP               ;2025-02-17;01377555000110;2024-02-01;0;0;-6209,4871;0;-338744,8567;2813,68;-11180,91;-7079,09;-290545,5497;-29939,307;6,27;51559,1873;-1415434,68;0;0;0;29939,307;0;-1751365,8567;21626,1503;-6209,4871;0
CHESP               ;2025-02-17;01377555000110;2024-01-01;0;0;11459,0503;0;-326591,8395;-10900;-374,41;-7232,83;-290545,5497;-28439,0498;119,16;21643,9073;-1065621,61;-17229,02;0;12321,2345;4534,0473;11459,0503;-1415434,684;0;0;0
CHESP               ;2025-02-17;01377555000110;2023-12-01;0;0;16943,4463;0;-301175,7775;-5165,16;10785,55;12362,25;-290545,5497;-33778,0278;173,96;18632,6873;-742446,09;-36035,67;0;16834,5815;0;16943,4463;-1065621,6089;-17229,0227;0;0
CHESP               ;2025-02-17;01377555000110;2023-10-01;0;0;12707,9153;0;-235847,9316;265,45;25052,76;15124,58;-240833,2161;-35192,0555;82,46;15704,4742;-207252,11;-72270,33;7950,24;14273,9602;0;20658,1553;-457108,5518;-56483,3958;0;0
CHESP               ;2025-02-17;01377555000110;2023-11-01;68,51;-68,51;19570,6287;0;-265017,9903;-6290,68;13606,54;10721,88;-255746,9161;-33599,4942;286,61;20161,1171;-457108,55;-56483,4;0;14028,8655;0;19570,6287;-742446,0859;-36035,6729;0;0
CHESP               ;2025-02-17;01377555000110;2023-09-01;0;0;7950,2445;0;-216363,2474;9111,14;42706,61;18318,35;-240833,2161;-36554,9913;149,5;-35864,8358;-2716590,27;239751,05;1419032,06;0;36554,9913;0;-2923842,3774;167480,7228;1426982,3045;0
CHESP               ;2025-02-17;01377555000110;2023-08-01;0;0;15858,0127;0;-210088,1535;6638,06;50004,01;15657,81;-240833,2161;-34916,7574;0,13;28704,0342;-2513140,18;245963,64;1403174,05;0;34916,7574;0;-2716590,2735;239751,0467;1419032,0627;0
CHESP               ;2025-02-17;01377555000110;2023-07-01;0;0;10203,9784;0;-194432,5528;10215,38;61028,3;19853,18;-240833,2161;-34480,8167;0;44338,7142;-2328923,01;236105,74;1392970,07;0;34480,8167;0;-2513140,1828;245963,6375;1403174,0484;0
CHESP               ;2025-02-17;01377555000110;2023-05-01;0;0;8116,0326;0;-246133,4645;14618,93;22690,18;4117,47;-240833,216;-32107,8985;0;60132,8242;-1898428,66;214946,03;1379577,7;0;32107,8985;0;-2129943,1945;242970,9557;1387693,7326;0
CHESP               ;2025-02-17;01377555000110;2023-06-01;0;0;5276,3406;0;-206543,0043;7563,19;48610,81;19554,59;-240833,2161;-33875,1882;0;40081,5542;-2129943,1966;236435,1644;1387693,7248;0;40410,9782;0;-2328923,0108;236105,7403;1392970,0654;-6535,79
CHESP               ;2025-02-17;01377555000110;2023-04-01;0;0;9482,7768;0;-268427,8514;5053,64;4634,29;-79,57;-240833,2161;-32149,3553;0;41234,3842;-1635054,45;205861;1370094,92;0;32149,3553;0;-1898428,6614;214946,0289;1379577,6968;0
CHESP               ;2025-02-17;01377555000110;2023-03-01;0;0;9909,395;0;-303059,8846;-15803,62;-16568,58;-19104,48;-240833,2161;-26553,6085;0;13604,8742;-1316190,95;218797,19;1360185,52;0;26541,0685;0;-1635054,4546;205860,9956;1370094,915;0
CHESP               ;2025-02-17;01377555000110;2023-02-01;47,38;52067,7864;-19818,9995;0;-277621,1261;-3172,32;-5830,04;-1979,25;-240833,2161;-28978,62;0;28840,0242;-1035397,5;271050,96;1380004,52;0;81093,79;0;-1316190,9461;218797,1942;1360185,5205;0
CHESP               ;2025-02-17;01377555000110;2023-01-01;50,76;147872,8713;1306446,4229;0;-244717,2031;7451,5;194,12;-1563,43;-240833,216;-2514,6771;0;81825,6442;-798131,8;339528,88;73558,1;0;150303,56;0;-1035397,5031;271050,9642;1380004,5229;0
CHESP               ;2025-02-17;01377555000110;2022-12-01;0;0;19189,9639;0;-243117,7877;-134,27;11917,54;13025,05;-240833,2161;-27227,1616;0;122770,7642;-554879,74;243985,28;54368,14;0;27227,16;0;-798131,7977;339528,8842;73558,1039;0
CHESP               ;2025-02-17;01377555000110;2022-11-01;0;0;20190,2714;0;-213383,1197;-11933,97;19355,57;20246,74;-224355,1271;-28630,3026;0,14;96983,0741;-329562,65;175632,37;34177,87;0;28630,3;0;-554879,7397;243985,2841;54368,1414;0
CHESP               ;2025-02-17;01377555000110;2022-10-01;0;0;17863,4774;0;-155427,4901;-10638,25;44885,26;47667,31;-217293,0891;-30686,971;2926,83;132250,9983;-163496,91;71141,51;16314,39;0;30686,97;0;-329562,6501;175632,3683;34177,8674;0
CHESP               ;2025-02-17;01377555000110;2022-09-01;0;0;16314,3915;0;-168977,6756;5480,77;49030,08;33274,32;-217293,089;-33988,9866;8,9;105121,5983;-1958241;126472,59;29004,9;0;33988,99;0;-2121737,9056;197614,0983;45319,2915;0
CHESP               ;2025-02-17;01377555000110;2022-08-01;13,71;-13,71;4391,3969;0;-146673,1352;25848,37;70427,58;32186,34;-217293,089;-31993,9662;0,1;96967,3183;-1837416,23;61499,14;24613,5;0;31993,97;0;-1958240,9952;126472,5883;29004,8969;0
CHESP               ;2025-02-17;01377555000110;2022-06-01;0;0;8084,9978;0;-200576,436;15546,67;28612,03;18674,28;-217293,089;-30569,657;0;49328,2483;-1497458,25;0;-6,36;0;30569,657;0;-1682488,016;18758,5914;8078,6378;0
CHESP               ;2025-02-17;01377555000110;2022-07-01;0;0;16534,8634;0;-181062,4579;26134,25;47498,65;18788,08;-217293,0891;-30056,0988;0;72796,6483;-1682488,02;18758,59;8078,64;0;30056,1;0;-1837416,2279;61499,1383;24613,5034;0
CHESP               ;2025-02-17;01377555000110;2022-05-01;159835,55;2040,973;1901,6926;0;-204179,027;18568,6;20954,38;20100,72;-217293,0891;-27941,0379;0,14;113962,1083;-1235992,51;0;-1908,05;75855,3126;113962,2483;0;-1497458,2496;0;-6,3574;0
CHESP               ;2025-02-17;01377555000110;2022-04-01;1240408,13;-168183,089;2066,4401;0;-229573,9283;11353,08;6455,2;11787,22;-217293,0891;-30523,2592;49766,59;57027,6283;-770675,82;748858,24;-3974,49;247095,8419;855652,4583;0;-1235992,5102;0;-1908,0499;0
CHESP               ;2025-02-17;01377555000110;2022-03-01;1258999,36;-715520,8131;-70,7193;0;-240759,0522;4155,34;545,2;1912,75;-217293,0891;-25923,9131;270441,28;54958,3583;-534072,11;992729,22;-3903,77;0;569270,6189;0;-770675,8222;748858,2395;-3974,4893;0
CHESP               ;2025-02-17;01377555000110;2022-01-01;1296857,88;12659,7844;1165,6633;0;-207215,2129;22367,04;10553,6;22206,84;-217293,089;-22682,5639;723723,4028;70974,8083;-128812,46;2632510,9;-1430,44;0;1331711,1103;0;-313660,6329;2095498,0009;-264,7767;0
CHESP               ;2025-02-17;01377555000110;2022-02-01;1286666,66;27556,3263;-3638,9905;0;-232666,2583;12254,78;2093,59;7989,2;-217293,089;-25455,9593;170056,9738;66736,8183;-313660,63;2095498;-264,78;0;1339562,5756;0;-534072,1083;992729,2165;-3903,7705;0
CHESP               ;2025-02-17;01377555000110;2021-12-01;1306907,31;12956,0982;-671,0784;0;-159754,846;30942,39;37283,8;46879,94;-217293,089;-26625,497;697415,29;57228,7683;0;3224141,69;-759,36;0;1346274,85;0;-128812,456;2632510,8983;-1430,4384;0
CHESP               ;2025-02-17;01377555000110;2021-11-01;1391934,14;12485,6425;16172,72;0;-83248,6356;33823,84;77049,66;75688,43;-211487,9783;-24498,7473;1261197,54;-90071,5217;1343797,83;2187085,16;-16932,08;1294373,0344;134069,4856;0;0;3224141,6927;-759,36;0
CHESP               ;2025-02-17;01377555000110;2021-10-01;1532989,48;13473,9526;21415,6223;0;408587,3593;175777,23;350939,2;292987,19;-209000,0737;-26338,957;1887640,46;-358211,6902;2331710,55;657656,39;-38347,7;1572277,31;0;0;1343797,8293;2187085,1598;-16932,0777;0
ERO                 ;2025-02-17;05914650000166;2021-10-01;36146174,94;279325,3151;-4106116,9253;4772935,7453;13106659,1402;0;10701618,59;7308960,96;-4100734,3495;-803186,0603;56050444,36;-10011534,9693;117783877,34;34195189,36;-102009004,74;37216500,18;0;0;98446972,0455;80234098,7507;-106115121,6653;0
ERO                 ;2025-02-17;05914650000166;2021-11-01;34820371,96;294515,4248;7900951,8852;-3291735,5165;-646608,2005;0;2296033,53;1888140,55;-4100734,3496;-730047,9309;37623648,78;-2757112,7893;98446972,05;80234098,75;-106115121,67;35831992,52;0;0;58676635,813;115100634,7407;-98214169,7848;0
ERO                 ;2025-02-17;05914650000166;2021-12-01;33982912,84;322272,0836;7539482,9717;-5790367,0816;-2830755,8766;0;1141669,45;1169479,6;-4326604,0289;-815300,8977;21347921,54;1262490,0383;58676635,81;115100634,74;-98214169,78;35114555,79;0;0;14940957,0618;137711046,3183;-90674686,8083;0
ERO                 ;2025-02-17;05914650000166;2022-02-01;29775741,69;1136807,7856;1062026,4657;-905429,7815;-4970180,8005;0;62490,31;196407,62;-4469258,5631;-759820,1674;4938607,4625;1893571,8658;0;138134380,39;-89432915,89;0;31668919,433;0;-5875610,582;113297640,2853;-88370889,4243;0
ERO                 ;2025-02-17;05914650000166;2022-01-01;32570056,02;347224,7332;1241770,9224;-869076,6953;-4297519,7156;0;325571,17;545935,53;-4469258,5631;-699767,8525;22267857,0955;1984747,0358;14940957,06;137711046,32;-90674686,81;9774360,6491;23829270,0564;0;0;138134380,3949;-89432915,8876;0
ERO                 ;2025-02-17;05914650000166;2022-03-01;34037238,76;-11819548,3581;455991,6501;-1494939,0153;-5149576,9888;0;15625,27;47023,04;-4469258,5631;-742966,7357;7750839,82;1604234,6458;-5875610,58;113297640,29;-88370889,42;0;22955940,2383;0;-12520126,5841;99696774,5175;-87914897,7699;0
ERO                 ;2025-02-17;05914650000166;2022-04-01;26649215,16;-3610975,9678;173007,1648;-1570281,0505;-4875962,7775;0;186800,76;289778,17;-4469258,5631;-883283,1444;1439875,7;1675240,3658;-12520126,58;99696774,52;-87914897,77;0;23921522,3366;0;-18966370,408;78890368,2492;-87741890,6052;0
ERO                 ;2025-02-17;05914650000166;2022-05-01;5225353,91;65971,111;15468,3914;-2048099,0953;-4201434,6058;0;678821,68;494158,1;-4469258,5631;-905155,8227;4,05;3319986,6958;-18966370,41;78890368,25;-87741890,61;0;6196480,8437;0;-25215904,1111;76013878,1521;-87726422,2186;0
ERO                 ;2025-02-17;05914650000166;2022-07-01;525272,41;-525272,41;-1237952,1156;-2378327,8053;-3408512,7378;0;1630929,69;461832,51;-4469258,5631;-1032016,3747;0;2202671,7758;-31330201,38;76562251,31;-85907709,74;0;1032016,37;0;-37117041,9231;77732906,7158;-87145661,8556;0
ERO                 ;2025-02-17;05914650000166;2022-06-01;640065,16;-640065,16;1818712,4818;-2045349,8305;-4068947,4381;0;858571,03;459054,44;-4469258,5631;-917314,345;0;1465687,5058;-25215904,11;76013878,15;-87726422,22;0;917314,345;0;-31330201,3786;76562251,3108;-85907709,7382;0
ERO                 ;2025-02-17;05914650000166;2022-08-01;436683,32;-436683,32;392503,8252;-2062305,2653;-2515915,0367;0;2129453,92;791261,78;-4469258,5631;-967372,1736;2,95;2956741,1858;-37117041,92;77732906,72;-87145661,86;0;967372,17;0;-41695262,222;79722278,6858;-86753158,0348;0
ERO                 ;2025-02-17;05914650000166;2022-09-01;417287,29;-417287,29;-4277929,3151;-2196358,9705;-3172243,541;0;1561374,29;818027,91;-4469258,5631;-1082387,1779;281,33;3293286,2158;-41695262,22;79722278,69;-86753158,03;0;1082387,18;0;-47063864,7315;81933459,0558;-91031087,3451;0
ERO                 ;2025-02-17;05914650000166;2022-10-01;362629,98;-362629,98;3052696,4642;-2378279,1853;-2863987,7227;0;1369610,81;1172029,9;-4469258,5631;-936369,8696;87770,14;4132874,9858;-47063864,73;81933459,06;-91031087,35;0;936369,87;0;-52306131,638;85217734,3158;-87978390,8858;0
ERO                 ;2025-02-17;05914650000166;2022-11-01;293777,12;54243,1555;2567631,0974;-1145638,2605;-4287298,5894;0;659283,02;497873,01;-4469258,5631;-975196,0563;3,63;4389341,3658;-5242266,91;3284275,26;3052696,46;0;1323216,33;0;-10675203,76;6350403,9258;5620327,5574;0
ERO                 ;2025-02-17;05914650000166;2023-01-01;33623,93;-33623,93;-1659442,9418;-1926670,3094;-5538793,9617;0;59585,21;-38317,13;-4788163,1794;-771898,8623;0;2820614,8267;-16088384,37;10160757,69;7990652,88;0;768246,15;0;-23553848,6411;12213126,3667;6331209,9382;0
ERO                 ;2025-02-17;05914650000166;2022-12-01;601450,62;219816,535;2370325,3155;-540545,2879;-4872635,3175;0;411243,76;320376,72;-4664716,2311;-939539,5664;0;5571160,4776;-10675203,76;6350403,93;5620327,56;0;1760806,72;0;-16088384,3654;10160757,6876;7990652,8755;0
ERO                 ;2025-02-17;05914650000166;2023-02-01;25374,25;-25374,25;-3751611,8919;-1601055,0468;-5893622,7094;0;-177073,12;-48464,8;-4788163,1794;-879921,61;0;1245410,1467;-23553848,64;12213126,37;6331209,94;0;879921,61;0;-31048526,3962;12578614,9067;2579598,0481;0
ERO                 ;2025-02-17;05914650000166;2023-03-01;-54418,55;0;-4473556,1034;-1957115,7894;-6633932,8997;0;-528994,55;-468982,74;-4788163,1794;-847792,4303;0;1286754,5367;-31048526,4;12578614,91;2579598,05;-54418,55;847660,2403;0;-39585156,5391;13017709,2064;-1893958,0534;0
ERO                 ;2025-02-17;05914650000166;2023-04-01;8170,64;-8170,64;-3362620,1448;-2728601,2819;-5660510,9649;0;146630,84;-1759,22;-4788163,1794;-1017219,4055;0;2223328,2467;-39585156,54;13017709,21;-1893958,05;0;1017219,4055;0;-47974268,7868;14223818,0511;-5256578,1948;0
ERO                 ;2025-02-17;05914650000166;2023-06-01;-28424,8;0;-3192817,1112;-4962973,0119;-3837651,7942;0;1551097,25;480319,98;-4788163,1793;-1080905,8449;0;2322503,1667;-57190066,7928;16047612,722;-14437485,4451;-28424,8;1080905,8449;0;-65962266,7989;17289210,0438;-17630302,5562;0
ERO                 ;2025-02-17;05914650000166;2023-05-01;55553,84;-55553,84;-9180907,2451;-4201407,6225;-5014390,3882;0;788980,67;101244,58;-4788163,1793;-1116452,4589;0;2940247,1367;-47974268,79;14223818,05;-5256578,19;0;1116452,4589;0;-57190066,8007;16047612,7278;-14437485,4351;0
ERO                 ;2025-02-17;05914650000166;2023-07-01;-32332,05;0;-4729547,9289;-5737325,6121;-3377291,5504;0;2122542,39;487559,65;-4788163,1794;-1199230,411;0;1949608,7067;-65962266,8;17289210,04;-17630302,56;-32332,05;1199230,411;0;-75044551,9125;18039588,3357;-22359850,4889;0
ERO                 ;2025-02-17;05914650000166;2023-08-01;-102234,68;0;-9154849,9254;-5728303,7921;-3896898,4886;0;1679811,83;384430,35;-4788163,1794;-1172977,4892;2,7;1480569,4667;-75044551,91;18039588,34;-22359850,49;-102234,68;1172977,4892;0;-84567519,5107;18347183,0175;-31514700,4154;0
ERO                 ;2025-02-17;05914650000166;2023-09-01;-93240,4;0;-7950966,6977;-5654911,5087;-4149677,0965;0;1310367,87;449735,93;-4788163,1794;-1121617,7171;4540,54;-608828,9133;-84567519,51;18347183,02;-31514700,42;-93240,4;1121617,7171;0;-94278867,7152;16621276,9296;-39465667,1177;0
ERO                 ;2025-02-17;05914650000166;2023-11-01;21023,41;-21023,41;-7013573,2781;-4900807,9687;-5164232,3078;0;435228;263439,16;-4788163,1794;-1074736,2884;8767,1;1254302,4267;-10564066,09;13518,57;-9990163,38;0;1074736,2884;0;-20629106,3665;201851,8083;-17003736,6581;0
ERO                 ;2025-02-17;05914650000166;2023-10-01;-485854,4;0;-9990163,3783;-6310110,9821;-4739809,5046;0;798190,86;371395,55;-4788163,1794;-1121232,7352;2442,08;1124333,4467;-94278867,72;16621276,93;-39465667,12;-485854,4;1113256,9552;0;-104842933,8067;16634795,5015;-49455830,4983;0
ERO                 ;2025-02-17;05914650000166;2023-12-01;-147380,64;0;-5120118,0069;-2518504,2228;-6067277,6727;0;328446,16;303700,21;-5670801,3177;-1028622,725;5053,82;895582,8502;-20629106,37;201851,81;-17003736,66;-147380,64;1028622,725;0;-29067507,6256;73865,7553;-22123854,6669;0
ERO                 ;2025-02-17;05914650000166;2024-01-01;-4621,01;0;-1168494,9616;-3992296,0823;-7297351,7565;0;-11463,25;-186919,86;-6228256,9841;-870711,6624;3395;726674,3883;-29067507,63;73865,76;-22123854,67;58726,4444;803935,1483;0;-40415881,9132;0;-23292349,6316;0
ERO                 ;2025-02-17;05914650000166;2024-02-01;-10366,57;0;-2541418,9774;-11438662,7976;-7689274,5796;0;-347518,1;-182944,21;-6228256,9841;-930555,2855;194,85;1612373,9683;-40415881,91;0;-23292349,63;-10366,57;930555,2855;0;-59533452,7172;682013,5328;-25833768,6074;0
ERO                 ;2025-02-17;05914650000166;2024-03-01;-11712,78;0;-3716728,7766;-1652200,3811;-8131961,2811;0;-601334,81;-363200,56;-6228256,9841;-939168,927;139,11;2091186,1383;-59533452,72;682013,53;-25833768,61;-11712,78;939168,927;0;-69305901,6023;1834169,8512;-29550497,3866;0
ERO                 ;2025-02-17;05914650000166;2024-04-01;-233380,33;0;-3258248,249;6310732,6481;-7468650,0957;0;-91638,81;-128813,92;-6228256,9842;-1019940,3815;104,74;1728766,3883;-69305901,6;1834169,85;-29550497,39;-233380,33;1019940,3815;0;-70230438,7175;2543100,5967;-32808745,639;0
ERO                 ;2025-02-17;05914650000166;2024-05-01;-52185,51;0;1440297,823;-5418505,4211;-6614051,038;0;413638,57;137126,95;-6228256,9841;-936559,5739;250146,47;1943080,7683;-70230438,72;2543100,6;-32808745,64;-52185,51;936559,5739;0;-82210809,6692;3799768,2643;-31368447,817;0
ERO                 ;2025-02-17;05914650000166;2024-06-01;-57720,83;0;-1292551,9161;-4478399,3919;-5982273,0786;0;1344424,2;417691,44;-6228256,9842;-1516131,7344;2862,7;1891005,6283;-82210809,67;3799768,26;-31368447,82;-57720,83;1516131,7344;0;-92613761,3104;4177504,8538;-32660999,7361;0
ERO                 ;2025-02-17;05914650000166;2024-07-01;2531972,37;-215722,5216;6072001,0382;-3451581,1511;-4613926,4365;0;2610638,61;614723,89;-6228256,9842;-1611031,9523;3620,41;1947462,5383;-92613761,31;4177504,85;-32660999,74;0;3927281,8007;0;-100679268,8976;2201305,9975;-26588998,7018;0
ERO                 ;2025-02-17;05914650000166;2024-09-01;6577545,14;-1162662,6549;959547,8958;4570975,0981;7119298,2571;0;10696614,86;3880426,42;-6228256,9841;-1229486,0388;48098,55;740550,0683;-103794846,35;0;-24361332,44;5855719,9056;788648,6183;0;-97960292,9004;0;-23401784,5442;0
ERO                 ;2025-02-17;05914650000166;2024-08-01;2086784,27;632193,6513;2227666,2562;-1745936,1911;-1010432,5682;0;5176672,7;1175651,83;-6228256,9842;-1134500,114;11174,5;1281788,8483;-100679268,9;2201306;-26588998,7;359208,6871;3494269,3483;0;-103794846,3464;0;-24361332,4438;0
ERO                 ;2025-02-17;05914650000166;2024-10-01;19221946,13;-7461450,1562;-736588,9411;6988538,1089;14710198,8253;0;15142448,29;6885867,48;-6228256,9841;-1089859,9606;48228,63;-1957284,7417;-97960292,9;0;-23401784,54;12850355,9344;0;0;-89111911,9003;-1909056,1117;-24138373,4811;0
ERO                 ;2025-02-17;05914650000166;2024-11-01;12983567,23;3203,7462;4647424,9879;833267,6581;-4859924,7219;0;1626409,12;745180,26;-6228256,9841;-1003257,1178;85659,2;-5463450,1217;8848381;-1909056,11;-736588,94;10079192,0461;0;3910836,0479;-5257468,1099;-7286847,0317;0;0
